0,0,1427.42,500.59,1651.55,703.82,sit,False,False
0,1,970.92,340.34,1355.42,930.27,stand,False,False
1,0,1388.98,520.34,1660.84,730.53,sit,False,False
1,1,980.21,333.37,1374.0,934.92,stand,False,False
2,0,1388.98,520.34,1660.84,730.53,sit,False,False
2,1,980.21,333.37,1374.0,934.92,stand,False,False
3,0,1388.98,520.34,1660.84,730.53,sit,False,False
3,1,979.11,333.1,1372.35,936.73,stand,False,False
4,0,1388.98,520.34,1660.84,730.53,sit,False,False
4,1,978.02,332.83,1370.7,938.53,stand,False,False
5,0,1388.98,520.34,1660.84,730.53,sit,False,False
5,1,976.92,332.56,1369.04,940.3399999999999,stand,False,False
6,0,1388.98,520.34,1660.84,730.53,sit,False,False
6,1,975.83,332.3,1367.39,942.1499999999999,stand,False,False
7,0,1388.98,520.34,1660.84,730.53,sit,False,False
7,1,974.73,332.03,1365.74,943.96,stand,False,False
8,0,1388.98,520.34,1660.84,730.53,sit,False,False
8,1,973.64,331.76,1364.09,945.77,stand,False,False
9,0,1388.98,520.34,1660.84,730.53,sit,False,False
9,1,972.55,331.49,1362.44,947.58,stand,False,False
10,0,1388.98,520.34,1660.84,730.53,sit,False,False
10,1,971.45,331.22,1360.78,949.39,stand,False,False
11,0,1388.98,520.34,1660.84,730.53,sit,False,False
11,1,970.36,330.96,1359.13,951.2,stand,False,False
12,0,1388.98,520.34,1660.84,730.53,sit,False,False
12,1,969.26,330.69,1357.48,953.01,stand,False,False
13,0,1388.98,520.34,1660.84,730.53,sit,False,False
13,1,968.17,330.42,1355.83,954.8200000000002,stand,False,False
14,0,1388.98,520.34,1660.84,730.53,sit,False,False
14,1,967.07,330.15,1354.18,956.63,stand,False,False
15,0,1388.98,520.34,1660.84,730.53,sit,False,False
15,1,965.98,329.88,1352.52,958.44,stand,False,False
16,0,1388.98,520.34,1660.84,730.53,sit,False,False
16,1,964.89,329.62,1350.87,960.25,stand,False,False
17,0,1388.98,520.34,1660.84,730.53,sit,False,False
17,1,963.79,329.35,1349.22,962.06,stand,False,False
18,0,1388.98,520.34,1660.84,730.53,sit,False,False
18,1,962.7,329.08,1347.57,963.8699999999999,stand,False,False
19,0,1388.98,520.34,1660.84,730.53,sit,False,False
19,1,961.6,328.81,1345.92,965.6699999999998,stand,False,False
20,0,1388.98,520.34,1660.84,730.53,sit,False,False
20,1,960.51,328.54,1344.27,967.48,stand,False,False
21,0,1388.98,520.34,1660.84,730.53,sit,False,False
21,1,959.41,328.28,1342.61,969.29,stand,False,False
22,0,1388.98,520.34,1660.84,730.53,sit,False,False
22,1,958.32,328.01,1340.96,971.1,stand,False,False
23,0,1388.98,520.34,1660.84,730.53,sit,False,False
23,1,957.23,327.74,1339.31,972.91,stand,False,False
24,0,1388.98,520.34,1660.84,730.53,sit,False,False
24,1,956.13,327.47,1337.66,974.72,stand,False,False
25,0,1388.98,520.34,1660.84,730.53,sit,False,False
25,1,955.04,327.2,1336.01,976.53,stand,False,False
26,0,1388.98,520.34,1660.84,730.53,sit,False,False
26,1,953.94,326.94,1334.35,978.3400000000001,stand,False,False
26,2,1213.63,488.98,1425.1,826.92,sit,False,False
27,0,1388.98,520.34,1660.84,730.53,sit,False,False
27,1,952.85,326.67,1332.7,980.1500000000001,stand,False,False
27,2,1222.95,485.53,1407.67,840.85,sit,False,False
28,0,1388.98,520.34,1660.84,730.53,sit,False,False
28,1,951.75,326.4,1331.05,981.96,stand,False,False
28,2,1186.92,483.17,1418.13,853.63,sit,False,False
29,0,1388.98,520.34,1660.84,730.53,sit,False,False
29,1,950.66,326.13,1329.4,983.77,stand,False,False
29,2,1186.92,483.17,1418.13,853.63,sit,False,False
30,0,1388.98,520.34,1660.84,730.53,sit,False,False
30,1,949.57,325.86,1327.75,985.58,stand,False,False
30,2,1186.92,483.17,1418.13,853.63,sit,False,False
31,0,1388.98,520.34,1660.84,730.53,sit,False,False
31,1,948.47,325.6,1326.09,987.39,stand,False,False
31,2,1186.92,483.17,1418.13,853.63,sit,False,False
32,0,1388.98,520.34,1660.84,730.53,sit,False,False
32,1,947.38,325.33,1324.44,989.2,stand,False,False
32,2,1186.92,483.17,1418.13,853.63,sit,False,False
33,0,1388.98,520.34,1660.84,730.53,sit,False,False
33,1,946.28,325.06,1322.79,991.0,stand,False,False
33,2,1186.92,483.17,1418.13,853.63,sit,False,False
34,0,1388.98,520.34,1660.84,730.53,sit,False,False
34,1,945.19,324.79,1321.14,992.81,stand,False,False
34,2,1186.92,483.17,1418.13,853.63,sit,False,False
35,0,1388.98,520.34,1660.84,730.53,sit,False,False
35,1,944.09,324.52,1319.49,994.62,stand,False,False
35,2,1186.92,483.17,1418.13,853.63,sit,False,False
36,0,1388.98,520.34,1660.84,730.53,sit,False,False
36,1,943.0,324.26,1317.83,996.43,stand,False,False
36,2,1186.92,483.17,1418.13,853.63,sit,False,False
37,0,1388.98,520.34,1660.84,730.53,sit,False,False
37,1,941.91,323.99,1316.18,998.24,stand,False,False
37,2,1186.92,483.17,1418.13,853.63,sit,False,False
38,0,1388.98,520.34,1660.84,730.53,sit,False,False
38,1,940.81,323.72,1314.53,1000.05,stand,False,False
38,2,1186.92,483.17,1418.13,853.63,sit,False,False
39,0,1388.98,520.34,1660.84,730.53,sit,False,False
39,1,939.72,323.45,1312.88,1001.8600000000001,stand,False,False
39,2,1186.92,483.17,1418.13,853.63,sit,False,False
40,0,1388.98,520.34,1660.84,730.53,sit,False,False
40,1,938.62,323.18,1311.23,1003.6700000000001,stand,False,False
40,2,1186.92,483.17,1418.13,853.63,sit,False,False
41,0,1388.98,520.34,1660.84,730.53,sit,False,False
41,1,937.53,322.92,1309.57,1005.48,stand,False,False
41,2,1186.92,483.17,1418.13,853.63,sit,False,False
42,0,1388.98,520.34,1660.84,730.53,sit,False,False
42,1,936.43,322.65,1307.92,1007.29,stand,False,False
42,2,1186.92,483.17,1418.13,853.63,sit,False,False
43,0,1388.98,520.34,1660.84,730.53,sit,False,False
43,1,935.34,322.38,1306.27,1009.1,stand,False,False
43,2,1186.92,483.17,1418.13,853.63,sit,False,False
44,0,1388.98,520.34,1660.84,730.53,sit,False,False
44,1,934.25,322.11,1304.62,1010.91,stand,False,False
44,2,1186.92,483.17,1418.13,853.63,sit,False,False
45,0,1388.98,520.34,1660.84,730.53,sit,False,False
45,1,933.15,321.84,1302.97,1012.72,stand,False,False
45,2,1186.92,483.17,1418.13,853.63,sit,False,False
46,0,1388.98,520.34,1660.84,730.53,sit,False,False
46,1,932.06,321.58,1301.32,1014.53,stand,False,False
46,2,1186.92,483.17,1418.13,853.63,sit,False,False
47,0,1388.98,520.34,1660.84,730.53,sit,False,False
47,1,930.96,321.31,1299.66,1016.3299999999999,stand,False,False
47,2,1186.92,483.17,1418.13,853.63,sit,False,False
48,0,1388.98,520.34,1660.84,730.53,sit,False,False
48,1,929.87,321.04,1298.01,1018.1399999999999,stand,False,False
48,2,1186.92,483.17,1418.13,853.63,sit,False,False
49,0,1388.98,520.34,1660.84,730.53,sit,False,False
49,1,928.77,320.77,1296.36,1019.95,stand,False,False
49,2,1186.92,483.17,1418.13,853.63,sit,False,False
50,0,1388.98,520.34,1660.84,730.53,sit,False,False
50,1,927.68,320.5,1294.71,1021.76,stand,False,False
50,2,1186.92,483.17,1418.13,853.63,sit,False,False
51,0,1388.98,520.34,1660.84,730.53,sit,False,False
51,1,926.59,320.24,1293.06,1023.57,stand,False,False
51,2,1186.92,483.17,1418.13,853.63,sit,False,False
52,0,1388.98,520.34,1660.84,730.53,sit,False,False
52,1,925.49,319.97,1291.4,1025.38,stand,False,False
52,2,1186.92,483.17,1418.13,853.63,sit,False,False
53,0,1388.98,520.34,1660.84,730.53,sit,False,False
